file_name,label
Image_train_00001.jpg,0
Image_train_00002.jpg,1
Image_train_00003.jpg,0
Image_train_00004.jpg,0
Image_train_00005.jpg,0
Image_train_00006.jpg,0
Image_train_00007.jpg,0
Image_train_00008.jpg,1
Image_train_00009.jpg,0
Image_train_00010.jpg,0
Image_train_00011.jpg,0
Image_train_00012.jpg,1
Image_train_00013.jpg,0
Image_train_00014.jpg,0
Image_train_00015.jpg,0
Image_train_00016.jpg,0
Image_train_00017.jpg,0
Image_train_00018.jpg,1
Image_train_00019.jpg,0
Image_train_00020.jpg,1
Image_train_00021.jpg,0
Image_train_00022.jpg,1
Image_train_00023.jpg,0
Image_train_00024.jpg,0
Image_train_00025.jpg,0
Image_train_00026.jpg,0
Image_train_00027.jpg,1
Image_train_00028.jpg,1
Image_train_00029.jpg,2
Image_train_00030.jpg,1
Image_train_00031.jpg,1
Image_train_00032.jpg,1
Image_train_00033.jpg,0
Image_train_00034.jpg,1
Image_train_00035.jpg,0
Image_train_00036.jpg,0
Image_train_00037.jpg,0
Image_train_00038.jpg,2
Image_train_00039.jpg,1
Image_train_00040.jpg,0
Image_train_00041.jpg,1
Image_train_00042.jpg,0
Image_train_00043.jpg,0
Image_train_00044.jpg,1
Image_train_00045.jpg,1
Image_train_00046.jpg,0
Image_train_00047.jpg,1
Image_train_00048.jpg,0
Image_train_00049.jpg,1
Image_train_00050.jpg,0
Image_train_00051.jpg,1
Image_train_00052.jpg,0
Image_train_00053.jpg,0
Image_train_00054.jpg,0
Image_train_00055.jpg,0
Image_train_00056.jpg,1
Image_train_00057.jpg,0
Image_train_00058.jpg,1
Image_train_00059.jpg,1
Image_train_00060.jpg,0
Image_train_00061.jpg,1
Image_train_00062.jpg,1
Image_train_00063.jpg,1
Image_train_00064.jpg,0
Image_train_00065.jpg,1
Image_train_00066.jpg,1
Image_train_00067.jpg,0
Image_train_00068.jpg,1
Image_train_00069.jpg,1
Image_train_00070.jpg,1
Image_train_00071.jpg,1
Image_train_00072.jpg,1
Image_train_00073.jpg,1
Image_train_00074.jpg,0
Image_train_00075.jpg,0
Image_train_00076.jpg,1
Image_train_00077.jpg,0
Image_train_00078.jpg,2
Image_train_00079.jpg,0
Image_train_00080.jpg,1
Image_train_00081.jpg,0
Image_train_00082.jpg,1
Image_train_00083.jpg,1
Image_train_00084.jpg,0
Image_train_00085.jpg,0
Image_train_00086.jpg,0
Image_train_00087.jpg,0
Image_train_00088.jpg,1
Image_train_00089.jpg,1
Image_train_00090.jpg,1
Image_train_00091.jpg,0
Image_train_00092.jpg,1
Image_train_00093.jpg,1
Image_train_00094.jpg,0
Image_train_00095.jpg,0
Image_train_00096.jpg,1
Image_train_00097.jpg,1
Image_train_00098.jpg,0
Image_train_00099.jpg,0
Image_train_00100.jpg,0
Image_train_00101.jpg,0
Image_train_00102.jpg,0
Image_train_00103.jpg,0
Image_train_00104.jpg,0
Image_train_00105.jpg,0
Image_train_00106.jpg,0
Image_train_00107.jpg,2
Image_train_00108.jpg,0
Image_train_00109.jpg,1
Image_train_00110.jpg,0
Image_train_00111.jpg,0
Image_train_00112.jpg,1
Image_train_00113.jpg,0
Image_train_00114.jpg,1
Image_train_00115.jpg,0
Image_train_00116.jpg,0
Image_train_00117.jpg,0
Image_train_00118.jpg,0
Image_train_00119.jpg,0
Image_train_00120.jpg,1
Image_train_00121.jpg,0
Image_train_00122.jpg,0
Image_train_00123.jpg,1
Image_train_00124.jpg,0
Image_train_00125.jpg,0
Image_train_00126.jpg,0
Image_train_00127.jpg,1
Image_train_00128.jpg,1
Image_train_00129.jpg,0
Image_train_00130.jpg,1
Image_train_00131.jpg,1
Image_train_00132.jpg,1
Image_train_00133.jpg,1
Image_train_00134.jpg,1
Image_train_00135.jpg,1
Image_train_00136.jpg,1
Image_train_00137.jpg,0
Image_train_00138.jpg,0
Image_train_00139.jpg,0
Image_train_00140.jpg,1
